Пористость  
70
Модуль Юнга
8,7
Предел упругости
0,3
Деформация предела упругости
0,0345
Предел текучести
0,31
Деформация предела текучести
0,037
Предел прочности
0,559
Деформация предела прочности
0,17
Распределение
8,7 73
11,6 27
14,5 21
17,4 17
20,3 22
23,2 22
26,099999999999998 40
29 35
31,9 38
34,8 43
37,699999999999996 45
40,6 64
43,5 57
46,4 62
49,3 80
52,199999999999996 71
55,1 78
58 84
60,9 111
63,8 99
66,7 119
69,6 115
72,5 139
75,39999999999999 147
78,3 154
81,2 166
84,1 172
87 159
89,89999999999999 123
92,8 114
95,7 111
98,6 101
101,5 73
104,39999999999999 83
107,3 76
110,2 70
113,1 69
116 62
118,89999999999999 45
121,8 85
124,7 58
127,6 56
130,5 58
133,4 59
136,29999999999998 70
139,2 66
142,1 57
145 58
147,9 50
150,79999999999998 50
153,7 63
156,6 74
159,5 47
162,4 44
165,29999999999998 58
168,2 53
171,1 46
174 45
176,9 41
179,79999999999998 36
182,7 42
185,6 35
188,5 36
191,4 35
194,29999999999998 28
197,2 29
200,1 29
203 36
205,9 35
208,79999999999998 27
211,7 20
214,6 29
217,5 31
220,4 35
223,29999999999998 29
226,2 18
229,1 22
232 19
234,9 20
237,79999999999998 21
240,7 28
243,6 19
246,5 22
249,4 13
252,29999999999998 17
255,2 14
258,09999999999997 9
261 5
263,9 18
266,8 11
269,7 8
272,59999999999997 15
275,5 12
278,4 15
281,3 15
284,2 8
287,09999999999997 9
290 19
292,9 10
295,8 11
298,7 7
301,59999999999997 17
304,5 7
307,4 8
310,3 5
313,2 10
316,09999999999997 13
319 7
321,9 4
324,8 3
327,7 6
330,59999999999997 4
333,5 6
336,4 5
339,3 5
342,2 7
345,09999999999997 7
348 3
350,9 2
353,8 6
356,7 5
359,59999999999997 4
362,5 3
365,4 2
368,3 6
371,2 2
374,09999999999997 4
377 4
379,9 2
382,8 2
385,7 2
388,59999999999997 1
391,5 4
394,4 4
397,3 7
400,2 2
403,09999999999997 2
406 4
408,9 6
411,8 3
