Пористость  
75
Модуль Юнга
7,14
Предел упругости
0,174
Деформация предела упругости
0,0215
Предел текучести
0,232
Деформация предела текучести
0,0345
Предел прочности
0,43
Деформация предела прочности
0,095
Распределение
8,7 45
11,6 15
14,5 21
17,4 13
20,3 15
23,2 10
26,099999999999998 28
29 27
31,9 36
34,8 42
37,699999999999996 42
40,6 43
43,5 51
46,4 49
49,3 64
52,199999999999996 65
55,1 75
58 69
60,9 84
63,8 111
66,7 101
69,6 100
72,5 90
75,39999999999999 124
78,3 164
81,2 134
84,1 121
87 106
89,89999999999999 119
92,8 89
95,7 95
98,6 93
101,5 73
104,39999999999999 76
107,3 75
110,2 50
113,1 43
116 47
118,89999999999999 48
121,8 58
124,7 47
127,6 58
130,5 48
133,4 45
136,29999999999998 44
139,2 40
142,1 43
145 32
147,9 33
150,79999999999998 29
153,7 38
156,6 35
159,5 35
162,4 45
165,29999999999998 49
168,2 34
171,1 32
174 35
176,9 35
179,79999999999998 28
182,7 35
185,6 36
188,5 29
191,4 27
194,29999999999998 37
197,2 32
200,1 28
203 25
205,9 24
208,79999999999998 29
211,7 28
214,6 21
217,5 25
220,4 26
223,29999999999998 24
226,2 23
229,1 20
232 19
234,9 14
237,79999999999998 12
240,7 13
243,6 9
246,5 11
249,4 10
252,29999999999998 13
255,2 11
258,09999999999997 5
261 13
263,9 10
266,8 7
269,7 5
272,59999999999997 5
275,5 10
278,4 1
281,3 2
284,2 4
287,09999999999997 7
290 9
292,9 5
295,8 11
298,7 8
301,59999999999997 5
304,5 9
307,4 4
310,3 3
313,2 11
316,09999999999997 11
319 14
321,9 11
324,8 4
327,7 2
330,59999999999997 6
333,5 1
336,4 2
339,3 0
342,2 4
345,09999999999997 5
348 2
350,9 2
353,8 1
356,7 2
359,59999999999997 1
362,5 2
365,4 2
368,3 1
371,2 1
374,09999999999997 3
377 5
379,9 1
382,8 4
385,7 4
388,59999999999997 0
391,5 3
394,4 0
397,3 0
400,2 1
403,09999999999997 1
406 0
