Пористость  
75
Модуль Юнга
3,11
Предел упругости
0,143
Деформация предела упругости
0,0385
Предел текучести
0,17
Деформация предела текучести
0,0545
Предел прочности
0,375
Деформация предела прочности
0,285
Распределение
11,6 249
14,5 206
17,4 164
20,3 176
23,2 177
26,099999999999998 166
29 159
31,9 145
34,8 168
37,699999999999996 144
40,6 155
43,5 148
46,4 147
49,3 129
52,199999999999996 136
55,1 119
58 127
60,9 128
63,8 124
66,7 114
69,6 124
72,5 77
75,39999999999999 89
78,3 80
81,2 74
84,1 78
87 66
89,89999999999999 76
92,8 72
95,7 73
98,6 70
101,5 71
104,39999999999999 89
107,3 59
110,2 75
113,1 64
116 65
118,89999999999999 77
121,8 60
124,7 54
127,6 65
130,5 60
133,4 62
136,29999999999998 63
139,2 62
142,1 66
145 57
147,9 58
150,79999999999998 57
153,7 54
156,6 54
159,5 62
162,4 64
165,29999999999998 62
168,2 50
171,1 51
174 50
176,9 48
179,79999999999998 56
182,7 63
185,6 46
188,5 52
191,4 37
194,29999999999998 42
197,2 59
200,1 36
203 58
205,9 57
208,79999999999998 29
211,7 48
214,6 38
217,5 50
220,4 34
223,29999999999998 51
226,2 41
229,1 41
232 38
234,9 22
237,79999999999998 33
240,7 38
243,6 36
246,5 25
249,4 28
252,29999999999998 28
255,2 28
258,09999999999997 21
261 25
263,9 30
266,8 29
269,7 30
272,59999999999997 15
275,5 14
278,4 28
281,3 24
284,2 18
287,09999999999997 7
290 22
292,9 18
295,8 12
298,7 20
301,59999999999997 23
304,5 15
307,4 22
310,3 23
313,2 8
316,09999999999997 14
319 14
321,9 17
324,8 20
327,7 12
330,59999999999997 14
333,5 11
336,4 8
339,3 8
342,2 15
345,09999999999997 14
348 10
350,9 5
353,8 11
356,7 9
359,59999999999997 16
362,5 14
365,4 9
368,3 6
371,2 4
374,09999999999997 7
377 5
379,9 8
382,8 6
385,7 6
388,59999999999997 6
391,5 5
394,4 5
397,3 8
400,2 4
403,09999999999997 5
406 9
408,9 1
