Пористость  
75
Модуль Юнга
3,91
Предел упругости
0,21
Деформация предела упругости
0,0495
Предел текучести
0,263
Деформация предела текучести
0,071
Предел прочности
0,49
Деформация предела прочности
0,217
Распределение
8,7 91
11,6 72
14,5 70
17,4 66
20,3 63
23,2 61
26,099999999999998 46
29 39
31,9 30
34,8 41
37,699999999999996 26
40,6 32
43,5 31
46,4 21
49,3 20
52,199999999999996 33
55,1 31
58 21
60,9 25
63,8 18
66,7 19
69,6 20
72,5 16
75,39999999999999 22
78,3 16
81,2 11
84,1 24
87 18
89,89999999999999 20
92,8 30
95,7 25
98,6 27
101,5 28
104,39999999999999 37
107,3 26
110,2 23
113,1 27
116 30
118,89999999999999 14
121,8 26
124,7 11
127,6 19
130,5 24
133,4 25
136,29999999999998 25
139,2 21
142,1 23
145 18
147,9 24
150,79999999999998 24
153,7 24
156,6 24
159,5 13
162,4 20
165,29999999999998 15
168,2 21
171,1 14
174 22
176,9 24
179,79999999999998 12
182,7 14
185,6 10
188,5 12
191,4 6
194,29999999999998 12
197,2 8
200,1 8
203 8
205,9 9
208,79999999999998 11
211,7 5
214,6 9
217,5 5
220,4 6
223,29999999999998 6
226,2 11
229,1 7
232 9
234,9 5
237,79999999999998 5
240,7 3
243,6 5
246,5 7
249,4 9
252,29999999999998 11
255,2 7
258,09999999999997 6
261 6
263,9 5
266,8 4
269,7 5
272,59999999999997 6
275,5 4
278,4 8
281,3 7
284,2 9
287,09999999999997 11
290 5
292,9 6
295,8 2
298,7 8
301,59999999999997 8
304,5 5
307,4 2
310,3 5
313,2 3
316,09999999999997 8
319 2
321,9 6
324,8 8
327,7 3
330,59999999999997 3
333,5 3
336,4 4
339,3 3
342,2 1
345,09999999999997 4
348 4
350,9 2
353,8 1
356,7 2
359,59999999999997 2
362,5 2
365,4 4
368,3 1
371,2 1
374,09999999999997 4
377 3
379,9 2
382,8 0
385,7 2
388,59999999999997 2
391,5 5
394,4 0
397,3 1
400,2 3
403,09999999999997 2
406 2
