Пористость  
50
Модуль Юнга
17
Предел упругости
0,913
Деформация предела упругости
0,0475
Предел текучести
1,1
Деформация предела текучести
0,065
Предел прочности
1,5
Деформация предела прочности
0,23
Распределение
5,8 126
8,7 667
11,6 817
14,5 733
17,4 741
20,3 704
23,2 724
26,099999999999998 709
29 670
31,9 628
34,8 649
37,699999999999996 660
40,6 565
43,5 555
46,4 570
49,3 551
52,199999999999996 550
55,1 451
58 420
60,9 447
63,8 368
66,7 380
69,6 367
72,5 358
75,39999999999999 318
78,3 328
81,2 303
84,1 308
87 302
89,89999999999999 242
92,8 259
95,7 240
98,6 232
101,5 229
104,39999999999999 203
107,3 178
110,2 210
113,1 194
116 185
118,89999999999999 158
121,8 166
124,7 169
127,6 172
130,5 149
133,4 137
136,29999999999998 141
139,2 129
142,1 105
145 114
147,9 121
150,79999999999998 105
153,7 82
156,6 95
159,5 87
162,4 104
165,29999999999998 101
168,2 71
171,1 69
174 68
176,9 63
179,79999999999998 50
182,7 70
185,6 60
188,5 54
191,4 41
194,29999999999998 45
197,2 31
200,1 51
203 43
205,9 42
208,79999999999998 35
211,7 41
214,6 30
217,5 27
220,4 39
223,29999999999998 25
226,2 27
229,1 24
232 22
234,9 18
237,79999999999998 24
240,7 26
243,6 23
246,5 20
249,4 22
252,29999999999998 15
255,2 20
258,09999999999997 23
261 19
263,9 15
266,8 19
269,7 11
272,59999999999997 12
275,5 11
278,4 11
281,3 9
284,2 12
287,09999999999997 9
290 6
292,9 8
295,8 9
298,7 8
301,59999999999997 10
304,5 8
307,4 5
310,3 9
313,2 9
316,09999999999997 5
319 2
321,9 3
324,8 7
327,7 4
330,59999999999997 7
333,5 6
336,4 3
339,3 4
342,2 3
345,09999999999997 7
348 2
350,9 3
353,8 4
356,7 7
359,59999999999997 5
362,5 4
365,4 1
368,3 1
371,2 3
374,09999999999997 4
377 2
379,9 1
382,8 3
385,7 4
388,59999999999997 1
391,5 1
394,4 0
397,3 4
400,2 2
403,09999999999997 3
406 1
408,9 3
411,8 3
414,7 2
417,59999999999997 4
